id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
121,,1222,59,14,6,,,14196343.0
122,2025-08-02,318,41,12,5,72610.0,16145.0,
123,2025-09-25,721,44,3,2,1879.38,43785.0,
124,,2155,40,3,9,1.02793,8353.0,
125,,1886,12,13,12,1.52154,12708.0,23468627.0
126,,1595,18,7,9,,29184.0,
127,,1793,11,12,1,84306.0,15442.0,51393.0
128,,711,25,11,3,,37989.0,17509188.0
129,,1894,29,12,11,135493.0,10204.0,161419.79
130,,1384,38,15,7,1066.35,20825.0,15575580.0
131,,1953,72,9,2,75139.0,,101267.63
132,2025-05-23,2110,34,12,11,890.91,177.49,
133,,1793,4,1,11,170558.0,389.27,10753229.0
134,,1690,4,11,9,1.20955,,4272830.0
135,,1540,19,9,4,53311.0,71.9,70.59431
136,,1873,36,14,4,68585.0,97.17,
137,,2544,48,8,12,183721.0,337.23,134569.61
138,,984,50,3,10,,9554.0,58320.88
139,,2715,47,3,1,188769.0,,300.62449
141,,2101,71,3,5,1904.59,16705.0,287.9373
142,,821,56,4,5,1305.77,27272.0,31298.47
143,,2342,41,10,10,169.2,9.37,3155802.0
144,,354,71,15,10,21957.0,5342.0,8.89118
145,,2461,80,7,12,39301.0,5594.0,
146,2025-12-23,2899,27,9,2,,,14354557.0
147,,1556,53,5,6,357.68,2625.0,
148,,848,13,8,3,50533.0,6883.0,8856614.0
149,,892,71,15,10,22987.0,1679.0,25.54131
150,,1080,76,6,7,10424.0,15.49,689009.0
151,,927,10,14,7,1524.01,13989.0,13866557.0
152,,2349,79,7,4,0.0,,17.30297
153,,1016,28,12,8,165.57,2461.0,
154,2025-04-12,1023,24,4,5,,,73.10567
155,,1918,43,10,12,,9.96,3222.28
156,,462,28,10,2,179362.0,,288.25292
157,,2910,63,4,7,1762.17,,9630530.0
158,,1121,67,7,12,985.24,18950.0,
160,,1554,9,2,7,110108.0,8110.0,82850.58
161,,1392,35,7,6,1.82405,15521.0,16723360.0
162,,1094,4,4,5,176071.0,32632.0,235.4756
163,,354,12,10,7,1.30488,10117.0,14272483.0
165,,2934,78,10,2,84246.0,196.92,
167,,743,77,6,5,60591.0,12104.0,5876989.0
168,,691,65,1,1,268.88,6544.0,
169,,1166,41,10,3,,9367.0,8457857.0
170,,2800,6,1,2,91766.0,13125.0,17790861.0
171,,2320,39,9,5,22523.0,,16.19754
172,,693,69,13,8,144024.0,319.57,19949958.0
173,,1935,13,14,2,,116.08,12822892.0
174,,9,63,12,10,,7076.0,1184293.0
175,,2362,59,6,5,386.3,7861.0,68.4405
176,,2956,62,5,9,-1.36565,333.57,14913425.0
177,,355,72,14,1,1.12367,,56048.07
178,,833,71,4,10,131085.0,16019.0,4112388.0
179,,2432,3,8,1,,24054.0,26063914.0
180,,2894,5,10,9,50743.0,,64390.94
181,,1945,37,11,5,,21072.0,
182,,1953,74,6,1,172525.0,,9469824.0
183,,513,50,11,5,723.36,17404.0,6280144.0
184,,1373,12,7,9,,12895.0,4951848.0
186,,2129,30,8,3,1.79566,38890.0,29891370.0
187,,2226,75,5,3,132721.0,,240.62413
188,,1151,47,7,11,,102.66,13092571.0
189,,1725,74,11,7,110369.0,252.45,15171176.0
192,,1525,3,4,3,23448.0,35.63,3666352.0
193,,1786,56,15,12,1316.23,,
194,,583,72,10,6,146211.0,99.14,221551.14
195,,1641,31,15,11,91144.0,,129241.82
196,,1172,54,6,7,156846.0,28324.0,8737820.0
197,,1558,49,4,11,1498.66,,228469.92
198,,876,77,2,7,135169.0,6896.0,50.4003
199,,1268,39,15,8,155842.0,25172.0,19134834.0
201,,2011,32,12,5,,209.81,147.54255
202,,2346,4,11,6,,,159.86732
203,,1121,32,14,5,74178.0,12703.0,
205,,419,46,7,1,165396.0,24955.0,51983.28
206,,241,28,8,7,55614.0,58.53,5419933.0
207,,974,74,14,11,83987.0,94.57,6988274.0
208,,3614,78,4,4,47252.0,3601.0,
209,2026-02-07,1974,25,13,9,7255.0,18.01,
210,,2680,12,10,5,,,
211,,1795,11,9,7,,237.61,17112894.0
212,,2876,13,10,7,21327.0,,1271102.0
213,,214,28,8,11,19243.0,4537.0,2102968.0
214,,743,54,13,12,30605.0,1731.0,18.76683
215,2025-02-26,483,71,7,1,,10478.0,5805665.0
216,,1330,46,10,12,,,
217,,432,3,15,10,142259.0,25131.0,17459404.0
218,,3630,1,9,2,,8801.0,
219,,1052,5,13,9,,17678.0,205.28705
220,,1871,34,6,7,,14419.0,127817.41
222,,1600,78,2,10,162252.0,144.49,6040759.0
223,,1312,75,15,1,31276.0,,4489628.0
224,,777,40,10,9,29858.0,6317.0,27470.47
225,,645,64,12,8,1651.96,18018.0,80061.7
226,,832,44,3,6,166422.0,21311.0,4342344.0
227,,232,44,13,3,6610.0,806.0,10033.13
228,,2555,30,5,11,34136.0,39585.0,51411.63
229,,2625,10,5,1,162452.0,,263.50243
231,,2790,73,7,3,1729.95,,16177105.0
232,,1421,17,7,4,1546.13,170.23,176.38579
233,,2619,42,4,6,277.67,63.81,54034.44
234,,2270,68,3,9,,15751.0,380748.51
235,,2895,65,8,2,,,19362153.0
236,,2906,18,7,3,23580.0,4267.0,2512158.0
237,2025-02-11,1137,37,6,3,,26864.0,10669849.0
238,,1485,30,4,4,1.77997,368.63,334.4753
239,,1236,77,10,8,76038.0,,11115453.0
240,,536,15,6,10,,18009.0,79.23861
241,,657,22,3,4,,19983.0,
242,,1884,61,12,8,54888.0,7784.0,32.82984
243,2025-10-09,634,16,14,3,1.58552,28381.0,
244,,1804,18,7,5,,13324.0,8169101.0
245,,2704,51,1,5,,27471.0,4104461.0
246,,2695,40,14,7,73539.0,59.42,
247,,924,49,5,11,,13117.0,27401346.0
248,,1011,64,10,4,184672.0,,32053724.0
249,,1500,73,4,6,,,
250,,1771,63,14,3,42438.0,7281.0,
251,,1262,68,1,5,60196.0,12032.0,
252,,1575,33,14,8,142287.0,7642.0,
253,,1563,59,10,10,79274.0,14528.0,7109198.0
254,,917,23,1,6,1042.39,13279.0,
255,,2003,60,1,2,27548.0,,
256,,2083,71,12,9,,32626.0,
257,,2855,25,14,7,,132.4,17045.13
258,,1821,50,7,10,55560.0,92.6,37621.89
259,,148,17,5,1,1.56057,,170301.72
260,2025-01-14,971,57,13,6,595.33,13298.0,
261,,2956,78,2,4,84381.0,10628.0,165119.46
262,,1441,1,12,7,,,
263,,828,38,15,7,96119.0,17258.0,6532826.0
264,,2337,80,8,5,26735.0,4516.0,4300611.0
265,,184,62,13,9,26484.0,,20.92809
266,,1750,12,5,5,469.18,5362.0,8219939.0
267,,761,60,1,12,83680.0,,67.06251
268,,1635,13,14,4,116147.0,8766.0,126.08589
269,,1685,65,8,1,0.0,13250.0,11244507.0
270,,168,64,1,8,1079.04,,15379715.0
271,,1773,43,11,5,139569.0,,101.03361
272,,2717,50,13,5,529.12,12680.0,
273,,2346,41,12,10,47044.0,4233.0,
274,,222,16,12,6,35996.0,,49.24802
275,,1637,46,5,1,195802.0,10940.0,249.65456
276,,482,19,14,11,123805.0,,14920572.0
278,,1832,27,10,9,,15096.0,319.71688
279,,770,66,14,3,90135.0,,3936262.0
281,,1387,2,14,12,1536.3,234.29,10863252.0
282,,1190,6,4,6,102.19,24.17,
283,,254,65,13,12,311.5,25.08,
284,,1163,16,3,4,105291.0,83.89,75727.87
286,,631,43,6,10,48094.0,11077.0,90.13934
287,,605,62,7,6,43482.0,27.2,30848.23
289,,2696,62,12,7,,5221.0,143989.06
290,,326,61,2,6,,33980.0,
291,,281,54,1,9,,,13272563.0
292,,1514,27,3,1,36544.0,3910.0,947809.0
293,2025-10-28,175,24,15,1,,,158807.4
294,,2129,13,13,7,,21249.0,100.78799
295,,764,52,7,5,98743.0,,16481290.0
296,,1812,77,13,11,,4720.0,99611.28
297,,1573,79,4,10,125238.0,14652.0,4575353.0
298,,2390,2,14,9,,39687.0,
299,,2724,18,5,7,114236.0,8850.0,
300,,1233,67,6,8,102781.0,61.97,6967438.0
301,,1579,72,11,1,,1874.0,498888.0
302,,679,60,1,6,,8607.0,83621.21
303,,2931,13,14,6,31771.0,31.74,1109061.0
304,,917,41,15,9,67303.0,10680.0,89.28647
305,,2007,76,12,12,14286.0,16120.0,818549.0
306,2025-07-06,619,17,10,2,,129.63,196.78622
307,,78,24,6,10,125985.0,8710.0,50836.92
308,,905,6,7,2,7114.0,1424.0,12910.64
309,,980,20,1,5,52937.0,9101.0,52.84412
310,,355,53,6,6,1.04488,13970.0,4827162.0
311,,236,19,8,12,66247.0,3415.0,
312,,1894,10,13,2,1944.37,12958.0,
313,,2852,30,1,11,173683.0,,122.85935
314,,444,68,4,1,,2888.0,4839837.0
315,,282,9,6,12,64432.0,9722.0,103.23966
316,,3776,1,6,8,1.4319,17707.0,10664492.0
317,2025-01-17,2621,19,2,8,7091.0,1725.0,
318,,380,58,11,9,77952.0,,7929465.0
319,,2874,9,1,11,72696.0,,12253296.0
320,,2637,64,1,9,1224.21,26115.0,183732.97
321,,830,48,8,1,134470.0,1.72481,266.63314
323,,2484,29,7,1,1.19589,7606.0,8383292.0
324,,689,68,1,6,,39180.0,26073967.0
325,,531,13,2,10,,12653.0,
326,,2429,22,3,1,740.5,,
328,,2035,34,9,8,,20121.0,
329,,1584,78,10,10,96587.0,,80.28334
331,,2628,51,9,3,1.05542,,169845.49
332,,2249,63,5,8,1.03315,,124.53125
333,,2372,29,2,8,1307.34,19889.0,105131.68
334,,1976,64,12,8,1572.9,25561.0,
335,,282,43,8,6,,18.72,2033348.0
337,2025-07-24,3574,35,4,10,130427.0,136.32,
339,,2571,76,4,6,92418.0,22240.0,53440.43
340,,1514,51,1,11,230.39,56.57,2169502.0
341,,14,23,2,4,71628.0,7172.0,64529.32
342,,1132,50,7,1,1.84074,,34360222.0
343,,1809,74,13,6,26129.0,22.99,1150280.0
344,,1385,52,2,7,1.05346,24344.0,85.05456
345,2025-08-11,1606,47,12,1,32393.0,3826.0,
346,,1529,61,9,3,1153.35,22003.0,
347,,1108,65,2,5,,13.6,9.30445
348,,1317,20,1,2,1666.25,35684.0,
349,,2133,51,7,6,1267.27,,18297567.0
350,,1119,74,2,6,42321.0,3382.0,17124.02
351,,2186,22,15,4,61515.0,9758.0,11573156.0
352,,335,32,13,3,6955.0,542.0,448190.0
353,,1274,18,10,12,43591.0,108.35,8197635.0
354,,2871,64,8,3,196.33,2744.0,1587278.0
355,,2758,77,12,8,193473.0,,316.69631
357,,2655,25,11,11,37450.0,81.21,4451701.0
358,,2665,30,2,9,1247.68,15402.0,77789.9
359,,3785,8,6,1,,,
361,,702,21,15,6,118626.0,,65.6073
362,,2822,46,2,12,1.4228,33201.0,35091.58
363,,2480,2,14,6,,14866.0,160.60088
364,,707,28,11,9,268.47,41.13,2669738.0
365,,2794,41,15,3,191072.0,14140.0,348837.15
366,,844,31,2,1,1992.81,30046.0,9795719.0
367,,2182,13,9,1,524.74,7005.0,62174.08
368,,2229,12,8,1,31270.0,32.01,
369,,1959,2,4,11,30030.0,1625.0,16152.36
370,,185,3,5,7,5379.0,282.0,390587.0
371,,602,17,11,4,,,
372,2026-01-02,2269,59,8,7,,,84.92053
373,,1870,21,1,5,103802.0,9858.0,72.12571
374,,465,69,9,11,109.71,2659.0,13623.02
375,,1358,80,4,10,,6340.0,
376,,3527,73,6,5,11064.0,14.62,12.50024
377,,2290,36,3,1,138923.0,,
378,,1868,60,12,9,175533.0,27666.0,28866201.0
379,,573,2,15,5,92.25,1856.0,
380,,1145,13,15,1,1.9075,471.37,227662.64
381,,243,34,10,9,85813.0,5701.0,141537.21
382,,1204,29,13,1,,7338.0,163.33983
383,,234,34,13,4,,73.81,10882524.0
384,,1158,68,2,2,1861.73,34631.0,57069.12
385,,2090,16,3,8,766.05,5066.0,12795971.0
386,,117,43,4,7,,2180.0,4370161.0
387,,48,63,2,4,1.48716,26757.0,8432570.0
388,2025-12-01,1001,47,14,4,,,87870.06
389,,581,53,13,12,21628.0,,
390,,2187,14,5,10,1182.03,,89.79889
391,,2575,43,15,11,,5901.0,30.9264
392,,1062,38,15,3,,7940.0,109425.04
393,,1157,7,1,7,66.98,10.96,11.87436
394,,1895,76,4,9,73569.0,13266.0,53.15039
395,,1038,46,12,4,122595.0,7197.0,19127259.0
396,,588,51,3,6,135344.0,30933.0,
397,,2761,77,9,9,,,26510.38
398,,1255,78,12,12,179691.0,345.46,150.44996
399,,2988,14,9,4,30881.0,2440.0,4412880.0
400,,1674,35,12,1,1.54457,,4213322.0
401,,1435,1,3,12,1.74543,,260.63203
402,,1721,63,8,5,40599.0,7104.0,
403,,1714,75,3,2,,,4542893.0
404,,1407,28,14,8,,4222.0,1936857.0
405,,2328,47,1,8,1264.26,27594.0,131575.43
406,2025-09-22,1393,7,15,3,138451.0,19490.0,
407,,618,23,1,9,1.32766,,234801.96
408,,1694,5,3,4,458.92,9755.0,
409,,686,26,1,9,-107526.0,6595.0,10549460.0
410,,1818,66,11,9,,,98744.66
411,,177,38,10,8,39315.0,,37040.34
412,,2826,18,1,5,1.5968,37329.0,21913553.0
413,,1069,25,15,5,122931.0,110.93,15159725.0
415,,2645,56,8,11,34491.0,4682.0,6585406.0
416,,297,21,5,10,464.88,10167.0,4537639.0
417,2025-10-07,60,35,8,1,62081.0,9095.0,
418,,206,29,11,12,36012.0,8663.0,69.68394
419,,111,71,13,6,94278.0,14254.0,11662123.0
420,,2211,1,15,6,1837.9,39008.0,107.17591
421,,1662,44,11,4,29377.0,4498.0,2880795.0
423,,807,50,9,8,210.77,4124.0,3554986.0
424,,1234,1,12,6,547.19,6836.0,6034781.0
425,,1481,30,11,2,53885.0,10516.0,69.39589
426,,897,74,14,10,1.67727,25969.0,28738971.0
427,,2943,35,9,5,184984.0,22239.0,18795906.0
428,,1293,54,9,10,168376.0,278.4,30400246.0
430,,758,10,8,6,170.94,28.14,19.95067
432,,1557,62,3,5,,20790.0,
433,,82,11,2,2,1.61189,244.46,226220.87
434,,2333,51,2,6,,1735.0,
436,,1901,69,15,3,68769.0,128.26,12564950.0
437,,1256,61,7,12,190051.0,,172.56666
439,,770,70,11,8,35975.0,8383.0,15237.57
440,,1109,54,12,3,,23.62,27.67923
442,,3881,19,15,5,1.08198,,
444,,2825,31,15,3,152516.0,225.41,20334647.0
446,,1091,23,8,12,,1162.0,4.8448
447,,2535,70,10,11,,26796.0,320.62401
448,,459,77,2,3,1.97347,23549.0,12558309.0
449,,2759,98,3,1,167480.0,320.29,291.66221
450,,1094,38,5,4,165624.0,33083.0,201.0955
451,,1809,51,12,9,51600.0,4202.0,
452,,2214,48,4,1,7782.0,1304.0,14156.41
453,,1649,48,9,7,28516.0,2371.0,39481.15
454,,1449,53,14,9,605.84,12993.0,
455,,2987,64,7,10,1.36551,16631.0,228125.25
456,,747,73,14,7,1486.69,227.71,20031211.0
457,,2597,48,14,12,43602.0,7771.0,
458,,2233,10,4,8,,5929.0,
459,2025-07-09,135,12,12,11,1350.74,32020.0,
460,,1917,69,15,4,1335.5,242.06,20736893.0
462,,1340,43,10,3,701.69,12395.0,34.89513
463,,1004,39,12,7,1847.53,395.39,23839221.0
464,,1630,14,1,6,,5917.0,
465,2025-09-25,1929,79,3,5,1945.13,33226.0,
466,,2898,42,7,2,,5471.0,1416674.0
467,2025-10-24,781,35,8,7,,25138.0,162.31051
468,,114,10,7,4,-23681.0,4804.0,12.42507
469,,273,38,13,1,120761.0,10323.0,
470,,3857,93,2,11,155790.0,22931.0,120949.16
471,,714,38,14,5,108272.0,109.83,6428036.0
472,,473,15,8,11,0.0,3172.0,
473,,2945,67,1,9,186953.0,169.04,
474,,729,34,12,2,1.11545,8674.0,170.08933
475,,405,56,8,10,72533.0,7835.0,
476,,1774,60,13,12,-109718.0,21655.0,210.17063
477,,65,22,3,1,1248.84,13709.0,13362456.0
478,,2138,36,13,2,16826.0,21565.0,16.91426
479,,2034,65,5,7,93156.0,138.27,
480,,1343,1,2,8,181040.0,,184.33717
481,,1479,14,2,3,173.26,1536.0,4.32871
482,,170,52,6,2,178.98,,2655818.0
484,,2805,11,4,9,196619.0,30327.0,24372668.0
485,,1799,54,15,2,118972.0,139.99,81181.0
486,,1980,60,13,1,-30143.0,2427.0,17.18586
489,,1736,26,12,10,160982.0,179.76,143.50316
490,,983,78,2,9,1.47943,19715.0,150480.65
491,,1600,21,1,2,851.47,75.68,58.43685
492,,868,52,3,9,1135.38,9808.0,67086.05
493,,604,11,2,2,,99.01,118.83536
494,,1230,49,4,9,263.84,3256.0,12942.83
495,,2403,77,15,9,,167.88,196.93125
496,,251,60,6,2,55913.0,137.72,7669282.0
497,,703,34,6,12,,2827.0,65.15217
499,,2487,14,15,3,1608.01,33633.0,18234365.0
500,,2382,2,2,2,180576.0,20529.0,
501,,1703,66,4,11,31065.0,7303.0,
502,,1560,80,10,11,1.51728,213.23,26934352.0
503,,2629,61,4,8,,,4415387.0
504,,2703,61,12,7,,,
505,,1817,56,1,8,65817.0,,17.94501
506,,1777,4,14,3,1084.94,220.79,14525308.0
507,,71,63,6,2,160454.0,,57.68077
508,,1415,75,5,1,102833.0,25352.0,
509,,1832,54,15,11,1.85675,380.05,14500082.0
510,,699,43,14,12,1.12408,12150.0,
511,2025-03-31,2545,36,10,11,,38095.0,12114267.0
512,,2723,67,6,5,,6.23,1500820.0
513,,907,70,6,2,1428.97,12910.0,27076971.0
516,,1576,7,4,4,197156.0,38957.0,27981851.0
517,,741,3,11,10,184016.0,12409.0,19288675.0
518,,1875,60,8,4,,,328641.34
519,,1468,15,2,1,32243.0,5638.0,3977358.0
520,,1496,9,5,11,106404.0,12478.0,17171888.0
521,,2939,14,6,11,199820.0,398.18,
522,,1045,18,8,12,1763.56,40261.0,17926606.0
523,,938,47,9,10,,,
524,,1574,43,10,10,181.08,3465.0,22.65597
525,,25,4,5,2,1938.64,16280.0,34341850.0
527,,2629,44,15,1,149866.0,34697.0,218.17819
528,,2872,55,1,11,53397.0,70.87,31974.56
529,,1326,23,8,6,,5259.0,67713.3
530,,214,55,15,7,106608.0,16164.0,
531,,177,73,4,7,187173.0,18305.0,121.96034
532,,1369,54,4,3,30681.0,,57557.29
533,,2867,50,10,8,1.12922,17516.0,138659.54
534,,2027,7,5,12,44949.0,7378.0,7620656.0
535,,1978,37,7,10,1.83759,37345.0,7333330.0
536,,1487,45,4,7,0.0,12.18,300705.0
537,,2996,38,3,10,106563.0,1.899,21.67075
538,,2146,23,12,8,64398.0,12168.0,
539,,620,2,4,9,5645.0,,9.83644
540,,2723,9,12,2,23308.0,5501.0,2574438.0
541,,1607,79,5,8,39161.0,,25.19125
542,,2720,77,5,1,1673.58,24788.0,9935605.0
543,,1352,54,8,2,118499.0,14037.0,197.17343
544,,1631,43,3,5,1.70597,,278.39208
545,,2921,10,6,2,58925.0,84.48,64.46237
546,,683,18,12,7,,,
547,,2749,33,12,6,943.14,204.41,18637898.0
548,,140,75,14,2,,23810.0,21100423.0
550,,2740,18,1,4,185651.0,35718.0,22111870.0
551,,1815,21,1,4,,12420.0,209012.04
552,,2701,42,8,5,168604.0,36975.0,212460.57
553,,2446,1,10,12,,20712.0,
554,,659,43,4,2,31637.0,,
555,,58,12,13,5,80291.0,17375.0,103.98596
558,,278,14,2,10,1.32962,118.69,
559,,2560,76,1,12,138232.0,27932.0,62.36196
561,,2867,25,1,9,24484.0,2187.0,1542181.0
562,,1565,32,9,3,176104.0,25427.0,
563,,1398,57,14,8,84168.0,11823.0,2766238.0
564,,2174,57,6,8,57614.0,,7626033.0
565,,2636,22,5,10,97069.0,228.85,85460.43
567,,1718,78,10,1,1.42903,,12254512.0
568,2025-06-13,1884,55,5,12,,,119.02119
569,,2388,29,5,7,68104.0,4230.0,106.71379
570,,2214,74,3,4,63627.0,,53.90594
571,,788,69,9,1,,14993.0,82.68626
572,,2819,66,15,11,78678.0,18655.0,151.49056
573,,2280,45,11,5,,19457.0,
574,2025-02-16,2920,23,15,12,484.69,7371.0,
575,,1400,48,5,2,1.69446,292.44,13097086.0
576,,3728,26,15,3,1034.92,14098.0,5623872.0
578,,862,39,8,7,14855.0,,25004.08
579,,1913,28,7,4,,1829.0,4.64189
580,,1660,40,10,1,1055.36,22372.0,16982864.0
581,,390,8,12,12,240.95,3190.0,38154.1
582,,11,69,11,6,,,16230506.0
583,,3553,54,12,1,1.49256,,
584,,1556,18,15,5,59104.0,14355.0,5612183.0
585,,230,23,15,11,58392.0,13394.0,9304978.0
586,,703,79,9,6,96.76,,13.40903
587,2025-04-24,2692,26,13,2,1.02425,67.72,
588,,24,24,9,11,180591.0,,29166333.0
589,2025-03-22,1709,78,7,3,70162.0,4146.0,
590,,222,32,14,12,,,232343.62
591,,2782,30,8,11,81632.0,8276.0,10391946.0
592,,1683,33,14,2,610.59,,3922586.0
593,,2395,4,14,6,,2101.0,
594,,294,61,2,8,,415.66,4099609.0
595,,853,62,5,5,1217.81,15950.0,231.64351
597,,2380,32,13,6,27809.0,,
598,,2730,13,7,4,830.75,12847.0,
600,,2290,60,15,4,616.05,13739.0,22.6328
601,,2680,58,14,8,122.03,,2336845.0
602,2025-04-30,2497,50,2,1,134348.0,27496.0,
603,,1202,15,12,11,101898.0,,
604,,1860,9,11,12,87747.0,20589.0,110451.4
607,,2295,43,15,6,,8225.0,1328129.0
608,,505,113,13,10,167749.0,169.52,24792891.0
609,,611,31,13,2,14929.0,,29024.73
611,,2585,42,5,8,147889.0,18227.0,269513.62
612,,2405,19,6,11,144220.0,88.02,140.51293
613,,83,33,1,3,732.88,17649.0,2242395.0
614,,3,57,2,3,1768.63,29206.0,26032894.0
615,,2333,78,15,1,1.39073,12813.0,16493564.0
616,,1425,40,4,2,82272.0,20305.0,50831.11
617,,1915,66,3,11,13737.0,1248.0,18.08666
618,,121,80,14,8,491.55,109.63,2352126.0
620,,2727,2,6,9,,,346297.5
621,,1361,48,3,7,,1956.0,
622,,2019,35,5,2,297.08,,
623,,1010,41,7,1,118.23,2124.0,
624,,2134,33,10,6,47487.0,,2425564.0
625,,654,15,4,5,86291.0,5854.0,60.31888
626,,2766,34,15,8,12630.0,,
627,,2276,77,15,11,53959.0,7527.0,
629,,789,28,5,12,1686.74,,4385463.0
630,,2423,76,1,11,40954.0,2913.0,25581.69
