id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
1871,2026-01-24,1159,62,4,1,1784.93,385.11,21526786.0
1883,2025-06-25,157,6,3,3,1143.24,27509.0,77.88413
1884,2025-06-27,333,72,15,11,124.17,2692.0,2046614.0
1888,2025-04-27,83,7,9,2,159237.0,,95.50187
1891,2025-04-26,588,63,2,5,79265.0,9491.0,5783115.0
1894,2025-01-13,1335,12,5,4,1335.82,206.24,6899354.0
1900,2025-02-27,741,13,5,7,52573.0,7876.0,71.9174
1909,2025-04-19,1225,39,13,7,1.07048,,2179361.0
1912,2025-01-05,2668,72,5,2,1.43321,34496.0,8836928.0
1926,2025-08-28,2109,41,9,1,41930.0,29.39,5702551.0
1928,2025-09-21,14,4,5,2,549.57,132.34,3015271.0
1929,2026-02-06,33,34,13,3,188905.0,40201.0,354.6102
1931,2025-12-26,1298,11,12,11,53811.0,,51419.76
1942,2025-01-25,1415,17,2,10,-107643.0,186.76,57.8244
1943,2025-01-11,667,75,4,4,445.54,5680.0,81.60205
1945,2025-03-30,1992,36,3,3,239.51,4415.0,9.62216
1946,2025-12-13,1224,53,12,2,8568.0,1613.0,771095.0
1959,2025-03-28,1978,66,5,12,19064.0,4181.0,2670485.0
1974,2025-06-06,1620,48,13,3,25611.0,,22265.97
1977,2025-07-26,884,77,15,2,81887.0,14440.0,107688.27
1985,2025-06-06,2629,15,5,5,31428.0,1925.0,3500073.0
1991,2025-07-17,366,77,7,3,22074.0,1855.0,4325205.0
2000,2025-08-09,1491,73,13,6,118187.0,133.77,2911233.0
2002,2025-02-17,1583,61,3,8,15429.0,1219.0,1120834.0
2010,2025-12-15,552,44,5,8,1.73507,424.5,137.95079
2022,2025-10-25,443,32,14,12,185725.0,373.58,36869378.0
2047,2025-10-05,2004,61,4,12,193532.0,,4779685.0
2058,2026-01-12,719,63,5,11,33969.0,8367.0,4482450.0
2064,2025-05-07,2690,75,6,12,37184.0,4259.0,2514134.0
2071,2026-02-11,2424,55,6,12,117350.0,77.39,4474152.0
2084,2025-09-01,160,9,6,11,37798.0,7516.0,5424077.0
2108,2025-02-06,1176,35,14,12,143205.0,10629.0,17802964.0
2111,2025-12-29,2730,49,7,12,807.04,174.02,3230305.0
2113,2025-08-06,253,4,8,5,1055.65,24732.0,18268817.0
2117,2025-06-07,2005,3,2,11,204.93,1367.0,1136018.0
2132,2025-05-03,1018,47,11,11,509.62,28.4,6815535.0
2136,2025-03-22,1893,35,15,7,-16300.0,1617.0,11.88933
2146,2025-02-11,2538,48,8,10,1348.48,,16415744.0
2153,2025-07-01,1177,69,9,2,145835.0,28324.0,15838430.0
2154,2025-08-30,1849,32,2,2,6824.0,573.0,11601.17
2161,2025-02-06,2554,10,11,12,497.42,9787.0,92425.0
2165,2025-08-13,577,36,3,1,98087.0,9514.0,18939039.0
2171,2025-05-25,14,36,15,7,78702.0,4371.0,2474499.0
2184,2025-08-03,1071,35,3,4,1.32937,31507.0,15332429.0
2199,2025-09-27,695,69,9,3,96043.0,,65902.01
2215,2025-01-29,1145,16,10,4,84472.0,4254.0,131.41939
2217,2026-01-02,2213,41,15,9,179335.0,19121.0,9610885.0
2232,2025-05-24,1312,47,5,10,219.38,44.07,12.71005
2240,2025-08-24,2338,50,10,4,1.25081,,8821475.0
2243,2025-11-09,2954,70,11,11,157.99,2932.0,626235.0
2244,2025-06-06,1758,4,4,7,1.75911,15927.0,8867710.0
2252,2026-02-14,15,51,4,6,60399.0,,7442002.0
2255,2025-06-25,1793,26,11,1,1.92499,323.96,246553.71
2259,2025-06-15,1997,40,10,3,-164925.0,15477.0,191.74944
2273,2025-10-13,1836,34,6,10,38716.0,,47680.82
2277,2025-02-12,1467,36,8,10,117705.0,,211.50181
2279,2025-01-11,1133,58,12,4,34706.0,5142.0,6693023.0
2294,2025-01-05,201,3,5,8,142844.0,9141.0,175.45519
2297,2025-11-16,528,52,7,10,36662.0,3548.0,16.17698
2305,2025-03-25,652,49,15,10,66322.0,4286.0,90767.58
2315,2025-11-30,1754,63,3,10,1.94672,,312.33996
2337,2025-08-14,939,5,10,1,69086.0,65.54,11834574.0
2343,2025-11-13,241,76,12,4,1.40027,18479.0,20927757.0
2346,2025-08-20,444,63,6,7,78692.0,14668.0,6013683.0
2350,2025-08-22,479,2,7,9,55679.0,7496.0,97.94393
2368,2025-12-16,1115,10,14,8,47698.0,83.3,78.66425
2369,2025-05-24,449,22,10,7,1.96329,,252183.08
2381,2026-01-19,1579,38,14,12,156168.0,,29107659.0
2385,2025-02-05,518,13,1,2,193537.0,38980.0,40688.16
2394,2025-11-12,2198,66,15,10,177274.0,33614.0,21641491.0
2398,2025-05-31,1853,72,3,1,14324.0,1265.0,1995682.0
2408,2025-10-21,771,36,5,10,1.43376,9105.0,196.64866
2449,2025-07-17,319,26,7,9,412.01,9298.0,8077299.0
2452,2025-04-06,146,39,1,7,169041.0,,28928389.0
2456,2025-02-25,1757,61,4,5,1929.1,33606.0,231004.25
2468,2025-07-12,1253,6,12,1,85460.0,203.7,3339355.0
2478,2025-12-20,1827,12,11,5,17601.0,,32584.96
2496,2025-09-11,162,61,4,10,125917.0,15461.0,77904.1
2511,2025-07-29,1682,43,9,11,20067.0,4408.0,26485.37
2552,2025-05-20,904,41,15,12,1516.66,150.47,17905333.0
2566,2025-01-05,816,59,7,1,183696.0,30939.0,23058920.0
2580,2025-10-19,927,21,7,10,63034.0,11489.0,47371.88
2587,2026-01-27,1603,30,13,5,179260.0,441.74,320215.67
2605,2025-05-14,1689,38,13,3,13994.0,735.0,14033.01
2618,2025-10-03,1716,10,1,2,6734.0,606.0,2599.13
2635,2025-05-02,429,31,5,7,65900.0,15347.0,84.78207
2641,2025-07-30,1664,65,1,8,48720.0,59.29,82.2469
2644,2025-05-15,321,48,14,8,147575.0,,161243.88
2652,2025-05-31,2524,33,11,12,65339.0,11558.0,55.80776
2656,2025-08-05,1772,37,13,10,977.61,,111.89878
2658,2026-01-17,1799,45,7,9,177886.0,30711.0,276.37338
2661,2026-01-31,2046,41,2,2,126747.0,19735.0,22136108.0
2665,2025-02-17,1647,80,2,8,196338.0,,238905.33
2679,2025-11-24,2683,74,14,5,163842.0,39588.0,22286158.0
2680,2025-04-03,3710,28,2,6,1.28019,22944.0,4899484.0
2683,2025-09-17,411,42,5,11,6625.0,1128.0,12.89969
2688,2025-01-31,1174,41,11,9,41479.0,25.71,38.31755
2690,2025-09-15,1113,17,14,7,176472.0,438.48,32982771.0
2692,2025-07-21,2001,8,13,10,61434.0,39.28,5937603.0
2703,2025-11-24,1794,45,13,4,1.59412,,191.03025
2706,2025-07-02,1735,62,8,11,160473.0,28550.0,8634091.0
2711,2025-11-27,807,33,10,3,1.38827,12791.0,18893231.0
2714,2025-04-16,812,38,11,11,42281.0,4164.0,60.0697
2724,2026-01-27,940,24,6,3,94291.0,93.19,93.51949
2732,2025-04-25,1292,29,7,1,86701.0,13012.0,16469999.0
2736,2025-08-31,2916,21,12,10,66008.0,5205.0,22403.83
2738,2025-02-11,3721,80,15,8,140584.0,149.65,15937381.0
2740,2025-09-05,2835,51,3,1,1412.9,,73.04649
2765,2025-02-15,1449,27,2,6,1929.91,9894.0,299866.8
2766,2025-06-18,1629,9,5,2,1.99592,27603.0,226975.0
2778,2026-02-05,1497,30,4,11,1377.83,28322.0,2759911.0
2784,2025-10-23,2284,32,2,12,23617.0,4636.0,1855171.0
2793,2025-02-28,2716,73,12,1,53922.0,55.45,6654017.0
2797,2026-02-11,1522,80,4,10,109393.0,15672.0,207792.88
2802,2025-07-03,2179,17,7,4,189656.0,,279.51004
2819,2026-02-07,2587,40,5,11,31554.0,,57509.17
2822,2025-09-27,2767,44,7,12,-1.39196,20645.0,149.31534
2836,2025-02-02,1064,28,7,5,88800.0,14535.0,13173370.0
2838,2025-01-08,1999,75,8,12,54579.0,96.54,101152.45
2844,2025-11-21,213,49,14,4,1.23045,,14074722.0
2881,2025-05-14,1396,78,9,3,21763.0,,18648.75
2893,2025-07-22,2997,77,2,8,131417.0,11354.0,13011617.0
2926,2025-01-05,713,46,2,6,95881.0,70.1,162118.82
2931,2025-07-13,1005,75,11,1,7538.0,17.68,289370.0
2932,2025-04-19,2461,5,7,11,5168.0,937.0,8.80887
2954,2025-09-21,2667,15,14,1,69414.0,15853.0,11865732.0
2958,2025-12-17,934,50,2,9,1548.62,19073.0,19644578.0
2960,2025-04-27,685,73,1,1,1.58579,31831.0,23302776.0
2967,2025-01-05,2198,46,2,2,297.8,4257.0,5450811.0
2981,2025-02-25,1010,73,4,5,1856.85,18937.0,25933079.0
2997,2025-04-10,2297,76,6,4,63865.0,106.84,21808.15
3001,2025-07-03,2066,63,3,4,80001.0,7969.0,70012.2
3018,2025-03-19,2053,72,1,11,49499.0,39.9,1015467.0
3023,2025-01-08,169,11,13,2,223.73,,41333.82
3038,2025-09-08,309,47,8,8,50275.0,3750.0,5351246.0
3041,2025-12-03,2238,59,6,11,109555.0,10053.0,15674015.0
3057,2025-01-29,1351,44,7,8,1540.86,12778.0,6633526.0
3066,2025-12-24,2007,38,6,4,915.51,5536.0,141396.65
3075,2025-02-23,1907,65,10,3,879.64,94.2,26338.59
3090,2025-10-19,2811,34,7,12,25051.0,3376.0,29287.7
3100,2025-12-17,1070,36,15,3,142043.0,12712.0,3025710.0
3101,2025-03-26,1023,24,1,10,198601.0,,335539.66
3108,2025-08-28,2100,65,9,12,125555.0,30967.0,226.89473
3110,2025-04-22,2722,37,9,1,1318.28,26993.0,209554.21
3113,2025-11-16,231,46,4,1,561.34,,8898596.0
3131,2025-09-14,233,9,6,6,122314.0,10175.0,100887.18
3154,2025-12-26,1172,74,13,5,439.21,23.11,1371021.0
3160,2026-01-03,71,14,13,11,432.2,,7061170.0
3178,2025-04-11,181,20,13,3,433.64,88.35,2816677.0
3181,2025-06-01,2429,59,6,2,138789.0,30161.0,17667766.0
3200,2025-11-22,2397,60,3,8,42475.0,,27.01456
3202,2025-03-04,1300,47,7,11,171046.0,24131.0,262118.49
3207,2026-01-07,2476,18,9,2,1012.33,148.64,70.54754
3220,2025-11-18,2128,47,9,6,94200.0,228.48,81.74552
3221,2026-01-12,2540,21,14,10,1365.94,9086.0,157242.3
3227,2025-07-22,349,63,3,9,156517.0,12080.0,4262909.0
3228,2025-05-09,187,24,8,2,0.0,20507.0,63200.35
3229,2025-05-14,160,2,12,12,46192.0,84.89,90201.59
3252,2025-12-22,1175,38,13,7,123091.0,210.98,166127.45
3256,2026-01-28,1962,45,6,9,566.45,,7612417.0
3264,2025-10-29,903,36,10,7,220.11,4964.0,2009147.0
3277,2025-10-16,937,41,5,9,123785.0,236.33,29915.47
3284,2025-09-10,789,76,3,7,1.65876,20980.0,32234502.0
3298,2025-11-28,2231,5,1,1,1539.83,26178.0,199.2954
3299,2025-04-15,1042,53,8,1,767.1,17459.0,43.16915
3302,2025-03-26,2807,3,5,9,1.42932,187.3,24418184.0
3303,2025-08-01,2403,72,11,4,39660.0,9307.0,6577947.0
3331,2025-05-03,1047,11,4,6,124963.0,18738.0,3516444.0
3343,2025-10-16,67,57,4,9,947.07,,134235.74
3362,2025-10-06,2683,20,13,1,1.25988,6724.0,27.73602
3367,2025-09-20,710,51,11,10,0.0,24198.0,163.33379
3389,2025-01-01,2740,69,2,8,-162621.0,400.73,16773170.0
3393,2025-12-28,1552,72,3,9,1574.38,21928.0,238.99699
3401,2025-06-11,956,28,5,12,1993.12,,29802221.0
3407,2025-02-21,2444,73,10,8,1403.46,327.1,11981543.0
3414,2025-04-06,1039,34,4,4,1.8916,46020.0,324.8214
3443,2026-02-05,1745,20,1,7,179171.0,21184.0,19391509.0
3467,2025-05-24,2008,16,15,1,168445.0,,48115.1
3471,2025-08-01,1629,13,5,10,106148.0,,154.22799
3480,2025-12-31,3528,98,3,4,1.67736,202.65,190.37517
3483,2025-12-23,1982,36,1,12,272.99,64.68,5099024.0
3488,2026-01-18,2966,10,2,6,-1108.14,,117.01529
3503,2025-12-15,744,79,14,4,1468.12,294.3,208.02437
3524,2025-10-24,2891,34,5,8,1872.48,94.77,32441161.0
3526,2025-07-14,3550,21,9,10,1340.82,21998.0,16863717.0
3543,2025-08-11,1190,79,5,3,87.61,1964.0,877113.0
3544,2025-09-13,736,55,9,3,1.91112,39592.0,15875595.0
3549,2025-11-14,322,18,6,8,49438.0,8753.0,2500336.0
3559,2026-02-06,1268,30,7,3,11700.0,,2006573.0
3568,2025-05-18,894,42,12,1,159639.0,,28474675.0
3578,2025-12-24,3630,18,14,11,1.60914,,22222827.0
3580,2026-02-05,2983,16,2,9,62424.0,13001.0,5702038.0
3583,2026-02-18,1230,19,1,10,109284.0,137.21,180153.62
3589,2025-06-20,2217,13,2,10,66284.0,6256.0,62414.73
3590,2026-02-11,1023,49,9,6,1.11707,,160.06375
3596,2025-11-01,1848,53,5,5,45371.0,3069.0,2263839.0
3597,2025-03-28,742,37,2,5,1829.5,11798.0,21408895.0
3605,2025-08-15,1366,59,12,9,6535.0,,793997.0
3609,2025-03-05,2304,43,11,6,20181.0,33602.0,20993.38
3611,2025-08-16,1010,16,5,4,15061.0,3226.0,30073.3
3624,2026-01-01,1722,3,13,7,54280.0,13048.0,36.63903
3641,2025-12-26,2721,22,8,12,94318.0,211.79,164672.36
3649,2025-10-09,1272,77,14,9,88686.0,55.13,77598.71
3658,2025-10-03,628,31,3,11,0.0,12613.0,31331072.0
3667,2025-09-14,2967,39,12,12,173447.0,323.82,10776782.0
3707,2026-01-08,901,68,5,9,-27424.0,31.54,6211.47
3714,2025-05-02,40,39,15,5,52581.0,112.63,24.7204
3725,2026-02-14,369,22,5,10,188696.0,,220754.06
3726,2025-03-16,1755,79,5,2,176640.0,,6351715.0
3735,2025-10-11,2519,15,8,7,466.03,,2213911.0
3743,2025-11-30,475,11,7,11,43250.0,,24.33875
3752,2025-05-03,294,15,10,8,158356.0,133.07,304546.89
3757,2025-09-10,2805,15,5,10,202.53,2761.0,1843327.0
3761,2025-12-01,2524,63,2,3,27453.0,39.49,2291736.0
3768,2025-05-11,770,1,13,1,575.36,3232.0,30954.73
3790,2025-03-23,673,18,6,5,63752.0,14691.0,8736325.0
3801,2025-05-05,560,23,13,9,97408.0,,45.89381
3803,2025-05-24,397,41,8,5,1.89488,,12822088.0
3810,2025-08-10,3552,7,12,1,26293.0,6084.0,16453.05
3818,2025-03-08,1912,60,6,5,1878.24,42005.0,162.21585
3821,2025-12-18,2217,50,14,12,72625.0,3891.0,12401612.0
3827,2026-01-24,744,19,1,9,127857.0,8731.0,18272970.0
3828,2025-02-17,536,66,5,1,1569.26,33387.0,17136299.0
3838,2026-02-04,453,57,8,6,96622.0,21368.0,16497033.0
3851,2025-11-23,313,72,6,2,1740.5,420.45,27921272.0
3855,2025-05-21,1070,35,11,5,5086.0,720.0,220466.0
3859,2025-07-17,1747,12,1,3,1.52584,100.92,22303186.0
3862,2025-03-04,1960,7,14,11,1393.89,18608.0,25947961.0
3866,2025-02-04,916,22,2,5,1.38036,,14626782.0
3875,2025-10-03,1343,2,15,5,196931.0,41627.0,34261229.0
3888,2025-03-20,2206,43,12,7,68760.0,111.03,21.45848
3889,2025-05-18,1720,43,1,4,345.87,66.44,59.98557
3898,2025-09-05,987,36,12,8,61838.0,5387.0,2057235.0
